ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.005951720000000001,60.36765,540.6,2025-03-31,ARGX BB
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00580172,920.493634,34.56,2025-03-31,AD NA
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.005792230000000001,450.499205,70.5,2025-03-31,AMS SQ
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00571594,2245.12098,13.96,2025-03-31,EOAN GY
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00565135,22.039631,1406.0,2025-03-31,ADYEN NA
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00556697,2134.918841,14.298,2025-03-31,ENI IM
G IM Equity,IT0000062072,Generali,Financials,0.005560699999999999,941.652002,32.38,2025-03-31,G IM
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00543704,720.285099,41.39,2025-03-31,GLE FP
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00516303,3946.215815,7.174,2025-03-31,CABK SQ
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.004700810000000001,5325.557828,4.84,2025-03-31,NOKIA FH
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00465067,262.245733,97.24,2025-03-31,LR FP
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.00426435,669.217682,34.94,2025-03-31,DSY FP
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00415096,92.673861,245.6,2025-03-31,HO FP
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00407422,703.619978,31.75,2025-03-31,VIE FP
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00407335,1862.039619,11.995,2025-03-31,ORA FP
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.0039629,670.457411,32.41,2025-03-31,ML FP
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00395925,288.001307,75.38,2025-03-31,HEIA NA
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.00395425,982.424082,22.07,2025-03-31,BAYN GY
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00392352,136.55109,157.55,2025-03-31,HEI GY
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00390786,2421.214974,8.85,2025-03-31,SAMPO FH
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00389544,289.897834,73.68,2025-03-31,BMW GY
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00388257,154.212724,138.05,2025-03-31,CAP FP
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.0038177,823.176527,25.43,2025-03-31,UMG NA
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00380749,632.265034,33.02,2025-03-31,RWE GY
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.0037940400000000003,2027.251497,10.262,2025-03-31,STLAM IM
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00375257,126.428678,162.75,2025-03-31,UCB BB
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.0036245,947.735207,20.97,2025-03-31,CBK GY
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.0036206899999999998,228.880674,86.74,2025-03-31,PUB FP
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.0035779,307.885788,63.72,2025-03-31,EBS AV
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.00356142,474.213968,41.18,2025-03-31,FER SQ
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.00355018,46.862121,415.4,2025-03-31,ASM NA
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.0035184599999999997,206.205445,93.56,2025-03-31,VOW3 GY
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.0035180899999999998,229.649283,84.0,2025-03-31,KBC BB
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00340518,798.948476,23.37,2025-03-31,PHIA NA
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.0033711,740.567633,24.96,2025-03-31,VNA GY
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.0033589,201.815356,91.26,2025-03-31,RI FP
AER UN Equity,NL0000687663,AerCap Holdings NV,Industrials,0.0033488000000000003,194.316552,102.17,2025-03-31,AER UN
LDO IM Equity,IT0003856405,Leonardo SpA,Industrials,0.0033088,404.705277,44.83,2025-03-31,LDO IM
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00325622,1064.360859,16.775,2025-03-31,ACA FP
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00321643,475.120973,37.12,2025-03-31,DTG GY
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00317243,529.856531,32.83,2025-03-31,CLNX SQ
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.0031517,3969.113088,4.354,2025-03-31,TEF SQ
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00315142,339.890361,50.84,2025-03-31,KNEBV FH
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.0031441200000000002,53.824489,320.3,2025-03-31,MTX GY
DSFIR NA Equity,CH1216478797,DSM-Firmenich AG,Materials,0.00309863,185.973472,91.36,2025-03-31,DSFIR NA
CCEP UW Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.00304121,207.167212,87.03,2025-03-31,CCEP UW
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00303306,422.427958,39.37,2025-03-31,FRE GY
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.0030208400000000003,60.298567,274.7,2025-03-31,HNR1 GY
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.0029840100000000005,129.242252,126.6,2025-03-31,MRK GY
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.0029626599999999998,75.0,216.6,2025-03-31,AENA SQ
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.0027780899999999996,3888.930422,3.917,2025-03-31,KPN NA
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00264056,149.574808,96.8,2025-03-31,KYGA ID
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00259627,1157.396053,12.3,2025-03-31,REP SQ
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.0025919999999999997,74.442467,190.92,2025-03-31,KER FP
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00258077,280.996209,50.36,2025-03-31,PRY IM
SAB SQ Equity,ES0113860A34,Banco de Sabadell SA,Financials,0.00256075,5440.221447,2.581,2025-03-31,SAB SQ
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.00255141,282.0,49.61,2025-03-31,SHL GY
NN NA Equity,NL0010773842,NN Group NV,Financials,0.0025157200000000004,269.0,51.28,2025-03-31,NN NA
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.00246963,677.078311,20.0,2025-03-31,STMPA FP
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.00241115,233.585061,56.6,2025-03-31,MONC IM
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00240428,533.735699,24.7,2025-03-31,UPM FH
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00231749,132.783451,95.7,2025-03-31,SY1 GY
AIBG ID Equity,IE00BF0L3536,AIB Group PLC,Financials,0.00227398,2095.594718,5.95,2025-03-31,AIBG ID
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00226815,169.254731,73.48,2025-03-31,HEN3 GY
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00226429,469.045375,26.47,2025-03-31,MT NA
BAMI IM Equity,IT0005218380,Banco BPM SpA,Financials,0.00219519,1287.904807,9.346,2025-03-31,BAMI IM
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00216012,99.2,119.4,2025-03-31,BEI GY
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.00214619,1406.9944,8.364,2025-03-31,TRN IM
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00209054,154.591452,74.15,2025-03-31,KSP ID
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00202747,610.999427,18.195,2025-03-31,FBK IM
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00198459,1003.409101,10.845,2025-03-31,BIRG ID
1CO GY Equity,DE000A40KY26,Covestro AG,Materials,0.0019450700000000001,179.55,59.4,2025-03-31,1CO GY
ENX FP Equity,NL0006294274,Euronext NV,Financials,0.0019062100000000002,78.17663,133.7,2025-03-31,ENX FP
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00178097,3138.016218,3.112,2025-03-31,EDP PL
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00176534,170.779385,56.68,2025-03-31,AKZA NA
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00176341,2016.514685,4.795,2025-03-31,SRG IM
URW FP Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.00172233,121.231614,77.9,2025-03-31,URW FP
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.0017150899999999998,178.27989,52.75,2025-03-31,ACS SQ
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.0017095699999999999,205.389414,45.64,2025-03-31,FME GY
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00163185,192.219485,46.55,2025-03-31,RNO FP
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.0016189000000000002,317.710064,27.94,2025-03-31,BVI FP
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.00161771,458.176711,19.36,2025-03-31,ABN NA
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00158139,129.613576,66.9,2025-03-31,HEIO NA
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.0015811800000000002,155.097968,55.9,2025-03-31,G1A GY
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.0015742400000000002,499.967813,17.265,2025-03-31,MB IM
ASRNL NA Equity,NL0011872643,ASR Nederland NV,Financials,0.00153141,158.495234,52.98,2025-03-31,ASRNL NA
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.0015179599999999998,150.37695,55.35,2025-03-31,AGS BB
EXO NA Equity,NL0012059018,EXOR NV,Financials,0.00151524,99.442911,83.55,2025-03-31,EXO NA
WRT1V FH Equity,FI0009003727,Wartsila OYJ Abp,Industrials,0.00150387,502.964882,16.395,2025-03-31,WRT1V FH
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.00148923,194.934176,41.89,2025-03-31,AC FP
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00145891,1322.237946,6.05,2025-03-31,AGN NA
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00144262,215.684583,36.675,2025-03-31,QIA GY
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.0014191999999999998,317.625635,24.5,2025-03-31,ELE SQ
BESI NA Equity,NL0012866412,BE Semiconductor Industries NV,Information Technology,0.0014091600000000002,81.146738,95.22,2025-03-31,BESI NA
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.0013736100000000002,405.81,18.56,2025-03-31,RED SQ
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.00136977,457.1385,16.43,2025-03-31,PST IM
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.00136091,413.18795,18.06,2025-03-31,TEN IM
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.0013417899999999998,68.6,107.25,2025-03-31,FGR FP
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.0013339799999999998,122.727566,59.6,2025-03-31,BNR GY
IMCD NA Equity,NL0010801007,IMCD NV,Industrials,0.00132214,59.107999,122.65,2025-03-31,IMCD NA
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00132124,241.97398,29.94,2025-03-31,EDEN FP
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.00131856,75.0,96.4,2025-03-31,G24 GY
BPE IM Equity,IT0000066123,BPER Banca SPA,Financials,0.0013085199999999999,995.137027,7.21,2025-03-31,BPE IM
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00130766,542.37535,13.22,2025-03-31,CA FP
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0012994600000000001,224.346988,31.76,2025-03-31,ZAL GY
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00129518,110.003291,64.56,2025-03-31,CON GY
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.0012864999999999999,346.132189,20.38,2025-03-31,ALO FP
OMV AV Equity,AT0000743059,OMV AG,Energy,0.00127579,147.272727,47.5,2025-03-31,OMV AV
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.0012612499999999998,103.91835,66.55,2025-03-31,HEN GY
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.0012581800000000002,189.478649,36.41,2025-03-31,EN FP
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00123628,448.632233,15.11,2025-03-31,FORTUM FH
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.00123503,417.249387,16.23,2025-03-31,GALP PL
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00121321,215.145879,30.92,2025-03-31,LI FP
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.0012126,135.086828,49.22,2025-03-31,ERF FP
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00116937,142.234812,45.08,2025-03-31,ELISA FH
TLX GY Equity,DE000TLX1005,Talanx AG,Financials,0.0011385,64.557248,96.7,2025-03-31,TLX GY
NEM GY Equity,DE0006452907,Nemetschek SE,Information Technology,0.00112483,57.75,106.8,2025-03-31,NEM GY
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.0011053200000000001,72.54,83.55,2025-03-31,KBX GY
REC IM Equity,IT0003828271,Recordati Industria Chimica e Farmaceutica SpA,Health Care,0.00109707,115.018836,52.3,2025-03-31,REC IM
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.00109295,19.64889,305.0,2025-03-31,AM FP
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.0010843600000000001,108.382015,54.86,2025-03-31,ORNBV FH
METSO FH Equity,FI0009014575,Metso Oyj,Industrials,0.0010774,621.72933,9.502,2025-03-31,METSO FH
EVD GY Equity,DE0005470306,CTS Eventim AG & Co KGaA,Communication Services,0.00104925,62.4,92.2,2025-03-31,EVD GY
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00104193,83.04,68.8,2025-03-31,GBLB BB
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00102093,26.208,213.6,2025-03-31,SRT3 GY
JMT PL Equity,PTJMT0AE0001,Jeronimo Martins SGPS SA,Consumer Staples,0.00101224,283.181949,19.6,2025-03-31,JMT PL
RXL FP Equity,FR0010451203,Rexel SA,Industrials,0.0010108399999999998,223.674802,24.78,2025-03-31,RXL FP
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.0009710399999999999,29.199122,182.35,2025-03-31,DIM FP
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00096512,153.125,34.56,2025-03-31,PAH3 GY
UNI IM Equity,IT0004810054,Unipol Assicurazioni SpA,Financials,0.00096304,358.736742,14.72,2025-03-31,UNI IM
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.00095843,88.472932,59.4,2025-03-31,SW FP
P911 GY Equity,DE000PAG9113,Dr Ing hc F Porsche AG,Consumer Discretionary,0.00095428,113.875,45.95,2025-03-31,P911 GY
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.0009397,273.13098,18.865,2025-03-31,KESKOB FH
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.00093181,256.3,19.935,2025-03-31,EVK GY
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00092541,582.308113,8.714,2025-03-31,STERV FH
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.0009088499999999999,53.886929,92.48,2025-03-31,TEP FP
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00088903,74.469665,65.46,2025-03-31,LEG GY
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00087993,302.5,15.95,2025-03-31,GET FP
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.00086279,41.426427,114.2,2025-03-31,BIM FP
SYENS BB Equity,BE0974464977,Syensqo SA,Materials,0.00084315,73.65255,62.77,2025-03-31,SYENS BB
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.0008127900000000001,68.093474,65.45,2025-03-31,VER AV
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.0008092,61.625779,72.0,2025-03-31,AMUN FP
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.00075604,108.521587,38.2,2025-03-31,RAND NA
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.0007548,188.382144,21.97,2025-03-31,DHER GY
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.00073271,600.007499,6.696,2025-03-31,LHA GY
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.00073242,57.045623,70.4,2025-03-31,AKE FP
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00073187,37.716537,106.4,2025-03-31,IPN FP
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00072929,46.043215,86.85,2025-03-31,GFC FP
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.00071383,5.1165,765.0,2025-03-31,RAA GY
CVC NA Equity,JE00BRX98089,CVC Capital Partners PLC,Financials,0.00070662,212.596898,18.225,2025-03-31,CVC NA
BMW3 GY Equity,DE0005190037,Bayerische Motoren Werke AG,Consumer Discretionary,0.0007033499999999999,55.974388,68.9,2025-03-31,BMW3 GY
BOL FP Equity,FR0000039299,Bollore SE,Communication Services,0.00070222,713.043704,5.4,2025-03-31,BOL FP
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.0006633600000000001,15.4125,236.0,2025-03-31,SOF BB
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00065845,423.066082,8.534,2025-03-31,NESTE FH
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.0006300699999999999,170.862525,20.22,2025-03-31,JDEP NA
DIE BB Equity,BE0974259880,D'ieteren Group,Consumer Discretionary,0.00062258,21.4836,158.9,2025-03-31,DIE BB
LOTB BB Equity,BE0003604155,Lotus Bakeries NV,Consumer Staples,0.0006108999999999999,0.408007,8210.0,2025-03-31,LOTB BB
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.00060786,615.633869,5.414,2025-03-31,CPR IM
ADP FP Equity,FR0010340141,Aeroports de Paris SA,Industrials,0.0005934600000000001,34.636211,93.95,2025-03-31,ADP FP
INW IM Equity,IT0005090300,Infrastrutture Wireless Italiane SpA,Communication Services,0.00058234,326.161504,9.79,2025-03-31,INW IM
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00056479,9964.153222,0.3108,2025-03-31,TIT IM
INPST NA Equity,LU2290522684,InPost SA,Industrials,0.00055396,225.0,13.5,2025-03-31,INPST NA
ANA SQ Equity,ES0125220311,Acciona SA,Utilities,0.00054384,24.685494,120.8,2025-03-31,ANA SQ
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.00054004,101.8985,29.06,2025-03-31,FDJU FP
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00052725,55.811734,51.8,2025-03-31,COV FP
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.0005197,41.845031,68.1,2025-03-31,RF FP
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00044596999999999996,298.290859,8.198,2025-03-31,GRF SQ
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.00044081000000000003,492.07691,4.912,2025-03-31,NEXI IM
EDPR PL Equity,ES0127797019,EDP Renovaveis SA,Utilities,0.00043864,311.956761,7.71,2025-03-31,EDPR PL
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00042789,104.788737,22.39,2025-03-31,PUM GY
AMP IM Equity,IT0004056880,Amplifon SpA,Health Care,0.00042407,124.513741,18.675,2025-03-31,AMP IM
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.00037345000000000005,22.379303,91.5,2025-03-31,DIA IM
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.04945071,403.138042,559.1,2023-09-29,ASML NA
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.04340034,276.12662,716.4,2023-09-29,MC FP
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.030737450000000003,2248.437761,62.31,2023-09-29,TTE FP
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.028138040000000003,1044.228597,122.82,2023-09-29,SAP GY
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02529557,1136.147765,101.48,2023-09-29,SAN FP
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.022620110000000002,760.0,135.66,2023-09-29,SIE GY
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.02080607,241.183389,393.2,2023-09-29,OR FP
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.0199712,403.313996,225.7,2023-09-29,ALV GY
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01874249,544.19409,156.98,2023-09-29,SU FP
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01836685,523.745183,159.84,2023-09-29,AI FP
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.016514690000000002,592.796708,126.98,2023-09-29,AIR FP
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.014152080000000001,6088.216217,10.595,2023-09-29,IBE SQ
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01412827,3241.198087,19.868,2023-09-29,DTE GY
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.013910180000000001,1049.181899,60.43,2023-09-29,BNP FP
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.012848360000000001,16184.146059,3.6185,2023-09-29,SAN SQ
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.012245569999999999,531.468916,105.02,2023-09-29,DG FP
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.012019450000000001,31.670824,1729.8,2023-09-29,RMS FP
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.011599189999999999,802.378085,65.89,2023-09-29,MBG GY
CS FP Equity,FR0000120628,AXA SA,Financials,0.01134632,1835.205192,28.18,2023-09-29,CS FP
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.011146739999999999,341.808433,148.64,2023-09-29,SAF FP
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.01105108,136.46815,369.1,2023-09-29,MUV2 GY
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.01068361,294.838255,165.16,2023-09-29,EL FP
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01038536,8133.343957,5.82,2023-09-29,ENEL IM
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.01009087,5965.473005,7.71,2023-09-29,BBVA SQ
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.01000669,868.598431,52.51,2023-09-29,ABI BB
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.009966049999999999,3619.51197,12.55,2023-09-29,INGA NA
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.0097963,982.424082,45.45,2023-09-29,BAYN GY
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.0093637,1528.632405,27.92,2023-09-29,PRX NA
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0091945,1843.739013,22.73,2023-09-29,UCG IM
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00898365,1305.921137,31.355,2023-09-29,IFX GY
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00883903,2212.40814,18.21,2023-09-29,STLAM IM
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00844573,1090.8275,35.29,2023-09-29,ITX SQ
