ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb
TITR IM Equity,IT0003497176,Telecom Italia SpA/Milano,Communication Services,0.00068174,6027.791699,0.3605,2020-03-31,TITR IM
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00067487,116.056956,18.535,2020-03-31,VOE AV
ICAD FP Equity,FR0000035081,ICADE,Real Estate,0.00067487,29.814296,72.15,2020-03-31,ICAD FP
ANDR AV Equity,AT0000730007,ANDRITZ AG,Industrials,0.0006527600000000001,72.8,28.58,2020-03-31,ANDR AV
FRVIA FP Equity,FR0000121147,Forvia SE,Consumer Discretionary,0.00065024,75.919691,27.3,2020-03-31,FRVIA FP
LHA GY Equity,DE0008232125,Deutsche Lufthansa AG,Industrials,0.00064225,239.097129,8.562,2020-03-31,LHA GY
O2D GY Equity,DE000A1J5RX9,Telefonica Deutschland Holding AG,Communication Services,0.00063244,892.366498,2.259,2020-03-31,O2D GY
RBI AV Equity,AT0000606306,Raiffeisen Bank International AG,Financials,0.00062113,148.022829,13.375,2020-03-31,RBI AV
MF FP Equity,FR0000121204,Wendel SE,Financials,0.0006188400000000001,27.094948,72.8,2020-03-31,MF FP
SESG FP Equity,LU0088087324,SES SA,Communication Services,0.00061121,364.28472,5.348,2020-03-31,SESG FP
TKA GY Equity,DE0007500001,thyssenkrupp AG,Materials,0.0006053,404.645632,4.768,2020-03-31,TKA GY
CO FP Equity,FR001400OKR3,Casino Guichard Perrachon SA,Consumer Staples,0.00059716,54.213115,35.11,2020-03-31,CO FP
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.0005885399999999999,2.504611,749.0,2020-03-31,AM FP
ILD FP Equity,FR0004035913,iliad SA,Communication Services,0.00057345,14.782238,123.65,2020-03-31,ILD FP
IPN FP Equity,FR0010259150,Ipsen SA,Health Care,0.00055827,37.716537,47.18,2020-03-31,IPN FP
MAP SQ Equity,ES0124244E34,Mapfre SA,Financials,0.00052634,1077.843646,1.5565,2020-03-31,MAP SQ
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00052355,967.964052,1.724,2020-03-31,BIRG ID
ETL FP Equity,FR0010221234,Eutelsat Communications SACA,Communication Services,0.00052175,174.580976,9.526,2020-03-31,ETL FP
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.0005079,39.369821,41.12,2020-03-31,RF FP
FRA GY Equity,DE0005773303,Fraport AG Frankfurt Airport Services Worldwide,Industrials,0.00048172,41.610917,36.9,2020-03-31,FRA GY
CNP FP Equity,FR0000120222,CNP Assurances SACA,Financials,0.00048037000000000004,171.654619,8.92,2020-03-31,CNP FP
HOT GY Equity,DE0006070006,HOCHTIEF AG,Industrials,0.00046932,24.726347,60.5,2020-03-31,HOT GY
B4B GY Equity,DE000BFB0019,METRO AG,Consumer Staples,0.00044447,180.060868,7.868,2020-03-31,B4B GY
DEC FP Equity,FR0000077919,JCDecaux SE,Communication Services,0.00044066,85.125282,16.5,2020-03-31,DEC FP
PIRC IM Equity,IT0005278236,Pirelli & C SpA,Consumer Discretionary,0.00040973,400.0,3.265,2020-03-31,PIRC IM
TNET BB Equity,BE0003826436,Telenet Group Holding NV,Communication Services,0.00039855,46.296164,27.44,2020-03-31,TNET BB
BKIA SQ Equity,ES0113307062,Bankia SA,Financials,0.00039213999999999997,1227.808842,1.018,2020-03-31,BKIA SQ
AIBG ID Equity,IE00BF0L3536,AIB Group PLC,,0.0002611,814.314371,1.022,2020-03-31,AIBG ID
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.048486890000000005,425.659415,517.0,2021-03-31,ASML NA
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.03474895,277.616536,568.1,2021-03-31,MC FP
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.0240243,1044.228597,104.42,2021-03-31,SAP GY
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.023597229999999997,765.0,140.0,2021-03-31,SIE GY
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.02208833,2520.467824,39.775,2021-03-31,TTE FP
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02103282,1133.06823,84.25,2021-03-31,SAN FP
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.019716849999999998,412.293128,217.05,2021-03-31,ALV GY
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01814023,251.935459,326.8,2021-03-31,OR FP
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01545996,538.715127,130.25,2021-03-31,SU FP
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01521955,8133.343957,8.493,2021-03-31,ENEL IM
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01480926,6118.737349,10.985,2021-03-31,IBE SQ
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01453545,473.593425,139.3,2021-03-31,AI FP
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.01433571,918.478694,70.84,2021-03-31,BAS GY
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.014333430000000001,855.869958,76.01,2021-03-31,MBG GY
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.012857430000000001,1124.818705,51.88,2021-03-31,BNP FP
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01260898,3333.021017,17.17,2021-03-31,DTE GY
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01250947,588.111953,96.54,2021-03-31,AIR FP
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.01167999,982.424082,53.96,2021-03-31,BAYN GY
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.011166990000000002,190.395377,266.2,2021-03-31,ADS GY
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.011068409999999999,17340.641303,2.897,2021-03-31,SAN SQ
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.010402960000000001,1305.921137,36.155,2021-03-31,IFX GY
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.01020367,991.247098,46.72,2021-03-31,DHL GY
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.01018032,487.395621,94.8,2021-03-31,PRX NA
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.010037629999999999,521.491335,87.36,2021-03-31,DG FP
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.00982597,75.767593,588.6,2021-03-31,KER FP
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.0097706,911.053001,48.675,2021-03-31,PHIA NA
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.009756289999999999,185.584901,238.6,2021-03-31,VOW3 GY
CS FP Equity,FR0000120628,AXA SA,Financials,0.00975279,1934.222455,22.885,2021-03-31,CS FP
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.009023640000000001,761.95897,53.75,2021-03-31,ABI BB
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.008965530000000001,3900.646531,10.432,2021-03-31,INGA NA
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.0087214,285.081324,138.85,2021-03-31,EL FP
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00840775,16515.893809,2.3105,2021-03-31,ISP IM
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.008193470000000001,320.44323,116.05,2021-03-31,SAF FP
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.008105900000000001,140.098931,262.6,2021-03-31,MUV2 GY
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00796512,617.96664,58.5,2021-03-31,BN FP
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00762653,18.184556,1903.5,2021-03-31,ADYEN NA
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00738778,209.501248,160.05,2021-03-31,RI FP
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.006913399999999999,785.0293,39.97,2021-03-31,CRH ID
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00680675,2048.10141,15.084,2021-03-31,STLAM IM
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00675358,1090.8275,28.1,2021-03-31,ITX SQ
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00659751,537.592934,55.7,2021-03-31,VNA GY
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00658742,163.110364,183.3,2021-03-31,FLTR ID
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.0065872299999999995,31.670824,944.0,2021-03-31,RMS FP
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00650236,6667.88658,4.426,2021-03-31,BBVA SQ
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.006453919999999999,331.097358,88.47,2021-03-31,BMW GY
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.0059932,450.499205,60.38,2021-03-31,AMS SQ
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.00593192,190.0,141.7,2021-03-31,DB1 GY
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.0058356300000000005,2523.916394,10.494,2021-03-31,ENI IM
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00575989,1100.724959,23.75,2021-03-31,AD NA
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.00564214,508.899527,50.32,2021-03-31,SGO FP
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00547972,172.35375,144.3,2021-03-31,DSM NA
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.005309930000000001,132.12716,182.4,2021-03-31,DSY FP
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.0052166800000000004,339.890361,69.66,2021-03-31,KNEBV FH
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.0051464,160.977214,145.1,2021-03-31,CAP FP
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.00511957,829.85748,28.0,2021-03-31,VIV FP
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00500394,259.201176,87.62,2021-03-31,HEIA NA
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.00495323,126.050274,178.35,2021-03-31,RACE IM
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00490906,2245.12098,9.924,2021-03-31,EOAN GY
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00487133,1826.463758,12.105,2021-03-31,ENGI FP
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.004765,169.422337,127.65,2021-03-31,ML FP
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00473031,642.409046,33.42,2021-03-31,RWE GY
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00466642,267.011128,79.32,2021-03-31,LR FP
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.00461764,1995.042449,10.505,2021-03-31,ORA FP
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.00456276,637.391864,32.49,2021-03-31,STMPA FP
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.00440734,1963.434474,10.188,2021-03-31,DBK GY
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00436875,267.516153,74.12,2021-03-31,WKL NA
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.0042571300000000005,5062.015788,3.817,2021-03-31,TEF SQ
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00424104,5653.886159,3.4045,2021-03-31,NOKIA FH
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.00422067,2125.398713,9.013,2021-03-31,UCG IM
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00421885,423.066082,45.26,2021-03-31,NESTE FH
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00415177,129.242252,145.8,2021-03-31,MRK GY
G IM Equity,IT0000062072,Generali,Financials,0.00414686,1103.236433,17.06,2021-03-31,G IM
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.00405085,192.962549,95.28,2021-03-31,AKZA NA
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00402177,58.7306,310.8,2021-03-31,TEP FP
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.003992470000000001,471.029073,38.47,2021-03-31,SAMPO FH
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.0039859299999999995,810.702919,22.315,2021-03-31,GLE FP
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.0038900000000000002,716.826353,24.63,2021-03-31,MT NA
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00376293,178.162875,95.86,2021-03-31,HEN3 GY
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00373856,159.026197,106.7,2021-03-31,KYGA ID
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.00373375,237.209808,71.44,2021-03-31,WLN FP
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00360201,533.735699,30.63,2021-03-31,UPM FH
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00349873,418.104157,37.98,2021-03-31,FRE GY
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00349248,1501.061638,10.56,2021-03-31,REP SQ
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.00342244,316.360635,49.1,2021-03-31,CLNX SQ
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00341287,249.836785,62.0,2021-03-31,KBC BB
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00333215,35.568,425.2,2021-03-31,SRT3 GY
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00315518,129.595658,110.5,2021-03-31,DHER GY
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.0031385000000000002,1153.875485,12.345,2021-03-31,ACA FP
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.00305058,153.125,90.42,2021-03-31,PAH3 GY
DWNI GY Equity,DE000A0HN5C6,Deutsche Wohnen SE,Real Estate,0.0029961500000000004,341.843433,39.78,2021-03-31,DWNI GY
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00297863,2775.976708,4.87,2021-03-31,EDP PL
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.00297498,1023.300147,13.195,2021-03-31,1CNHI IM
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00294711,213.264805,62.72,2021-03-31,FME GY
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00293103,128.65528,103.4,2021-03-31,SY1 GY
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.00283016,153.576838,83.64,2021-03-31,ZAL GY
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0027356599999999996,268.75,46.2,2021-03-31,SHL GY
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.0027315,110.003291,112.7,2021-03-31,CON GY
NN NA Equity,NL0010773842,NN Group NV,Financials,0.0027304,297.250389,41.69,2021-03-31,NN NA
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.00269538,399.654856,30.61,2021-03-31,ENR GY
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.0025955699999999997,538.903212,21.86,2021-03-31,VIE FP
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.00258496,47.307524,248.0,2021-03-31,ASM NA
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.0025566,222.973636,52.04,2021-03-31,PUB FP
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00253973,148.812358,77.46,2021-03-31,HEI GY
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.00248735,265.504418,42.52,2021-03-31,ALO FP
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.00247817,154.5,72.8,2021-03-31,BNR GY
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00245887,154.35683,72.3,2021-03-31,KSP ID
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00241983,246.583351,44.54,2021-03-31,EDEN FP
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.00239789,133.519925,81.51,2021-03-31,ERF FP
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0023838,486.696559,22.23,2021-03-31,FER SQ
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00234788,53.095488,200.7,2021-03-31,MTX GY
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.0023302,45.119552,234.4,2021-03-31,ARGX BB
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00231878,183.54,57.34,2021-03-31,1COV GY
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00227789,3572.417743,2.894,2021-03-31,KPN NA
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00225967,126.428678,81.12,2021-03-31,UCB BB
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00222726,444.147233,22.76,2021-03-31,FORTUM FH
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.00221135,32.45988,309.2,2021-03-31,VOW GY
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.0021964700000000003,112.950801,88.26,2021-03-31,GBLB BB
TKWY NA Equity,NL0012015705,Just Eat Takeaway.com NV,Consumer Discretionary,0.00219022,126.4396,78.62,2021-03-31,TKWY NA
SKG ID Equity,IE00B1RR8406,Smurfit Kappa Group PLC,Materials,0.00216857,245.080712,40.16,2021-03-31,SKG ID
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00213986,27.654057,351.2,2021-03-31,DIM FP
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00210063,2016.514685,4.728,2021-03-31,SRG IM
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.0020989199999999998,230.829,41.27,2021-03-31,QIA GY
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00208677,613.21788,15.445,2021-03-31,CA FP
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00208674,3588.862819,2.639,2021-03-31,CABK SQ
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.00208635,193.764468,48.87,2021-03-31,MONC IM
URW NA Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.00208502,138.472385,68.34,2021-03-31,URW NA
HFG GY Equity,DE000A161408,HelloFresh SE,Consumer Staples,0.0020709,147.784752,63.6,2021-03-31,HFG GY
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.00206988,60.298567,155.8,2021-03-31,HNR1 GY
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00205683,67.5,138.3,2021-03-31,AENA SQ
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00203863,581.746953,15.905,2021-03-31,STERV FH
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00200105,100.8,90.1,2021-03-31,BEI GY
CCEP UN Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.00200059,204.544497,52.16,2021-03-31,CCEP UN
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.00199579,1406.9944,6.438,2021-03-31,TRN IM
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.00198914,175.098217,51.56,2021-03-31,AGS BB
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00198893,106.552041,84.72,2021-03-31,HO FP
UMI BB Equity,BE0974320526,Umicore SA,Materials,0.0019644,197.12,45.23,2021-03-31,UMI BB
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00193359,103.91835,84.45,2021-03-31,HEN GY
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.00192669,115.212067,75.9,2021-03-31,HEIO NA
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00187419,609.554043,13.955,2021-03-31,FBK IM
PUM GY Equity,DE0006969603,Puma SE,Consumer Discretionary,0.00180448,98.036016,83.54,2021-03-31,PUM GY
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.00178164,72.095943,112.16,2021-03-31,LEG GY
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00178012,279.37,28.92,2021-03-31,EBS AV
ATL IM Equity,IT0003506190,Mundys SpA,Industrials,0.00174121,495.470394,15.95,2021-03-31,ATL IM
SOLB BB Equity,BE0003470755,Solvay SA,Materials,0.0017341799999999999,74.113491,106.2,2021-03-31,SOLB BB
SGRE SQ Equity,ES0143416115,Siemens Gamesa Renewable Energy SA,Industrials,0.00173337,238.400184,33.0,2021-03-31,SGRE SQ
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.00172049,228.392962,34.19,2021-03-31,EN FP
EXO IM Equity,NL0012059018,EXOR NV,Financials,0.00171898,108.45,71.94,2021-03-31,EXO IM
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.00170087,72.54,106.42,2021-03-31,KBX GY
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00160265,142.234812,51.14,2021-03-31,ELISA FH
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00159671,1789.368052,4.05,2021-03-31,AGN NA
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.00159415,88.472932,81.78,2021-03-31,SW FP
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.0015788,317.625635,22.56,2021-03-31,ELE SQ
RAND NA Equity,NL0000379121,Randstad NV,Industrials,0.0015745700000000002,119.147309,59.98,2021-03-31,RAND NA
AKE FP Equity,FR0010313833,Arkema SA,Materials,0.0015726299999999998,69.062828,103.35,2021-03-31,AKE FP
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.0015717700000000001,293.932621,24.27,2021-03-31,BVI FP
KESKOB FH Equity,FI0009000202,Kesko Oyj,Consumer Staples,0.00156946,273.13098,26.08,2021-03-31,KESKOB FH
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00156665,83.3,85.36,2021-03-31,FGR FP
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.0015640399999999998,192.219485,36.93,2021-03-31,RNO FP
EDF FP Equity,FR0010242511,Electricite de France SA,Utilities,0.00156271,619.984716,11.44,2021-03-31,EDF FP
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.00153387,107.6,64.7,2021-03-31,G24 GY
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.00147379,236.696834,28.26,2021-03-31,ACS SQ
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00147339,241.329821,27.71,2021-03-31,PRY IM
GRF SQ Equity,ES0171996087,Grifols SA,Health Care,0.00146757,298.290859,22.33,2021-03-31,GRF SQ
FR FP Equity,FR0013176526,Valeo SE,Consumer Discretionary,0.00146572,229.631533,28.97,2021-03-31,FR FP
ATO FP Equity,FR0000051732,Atos SE,Information Technology,0.0014508799999999999,98.993849,66.52,2021-03-31,ATO FP
NEXI IM Equity,IT0005366767,Nexi SpA,Financials,0.0014407200000000002,439.444444,14.88,2021-03-31,NEXI IM
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00144012,432.864,15.1,2021-03-31,RED SQ
OMV AV Equity,AT0000743059,OMV AG,Energy,0.00140372,147.272727,43.26,2021-03-31,OMV AV
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.00139348,209.7,30.16,2021-03-31,EVK GY
SEV FP Equity,FR0010613471,Vigie SA,Utilities,0.00137519,345.599418,18.06,2021-03-31,SEV FP
UN0 GY Equity,DE000UNSE026,Uniper SE,Utilities,0.0013694500000000001,201.278,30.88,2021-03-31,UN0 GY
NTGY SQ Equity,ES0116870314,Naturgy Energy Group SA,Utilities,0.00133949,290.88414,20.9,2021-03-31,NTGY SQ
KGX GY Equity,DE000KGX8881,KION Group AG,Industrials,0.0013388,72.166111,84.2,2021-03-31,KGX GY
AT1 GY Equity,LU1673108939,Aroundtown SA,Real Estate,0.0013361500000000001,999.066646,6.07,2021-03-31,AT1 GY
UBI FP Equity,FR0000054470,Ubisoft Entertainment SA,Communication Services,0.00132218,92.493041,64.88,2021-03-31,UBI FP
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.0012959999999999998,182.901782,32.16,2021-03-31,AC FP
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.0012939400000000002,621.063413,9.456,2021-03-31,MB IM
TMV GY Equity,DE000A2YN900,TeamViewer SE,Information Technology,0.0012911300000000001,160.856745,36.43,2021-03-31,TMV GY
GET FP Equity,FR0010533075,Getlink SE,Industrials,0.00126804,440.0,13.08,2021-03-31,GET FP
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.00124779,522.444,10.84,2021-03-31,PST IM
CPR IM Equity,NL0015435975,Davide Campari-Milano NV,Consumer Staples,0.00122234,580.8,9.552,2021-03-31,CPR IM
GFC FP Equity,FR0010040865,Gecina SA,Real Estate,0.00118589,45.846156,117.4,2021-03-31,GFC FP
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.0011814,153.418346,34.95,2021-03-31,G1A GY
FRVIA FP Equity,FR0000121147,Forvia SE,Consumer Discretionary,0.00117442,117.330431,45.43,2021-03-31,FRVIA FP
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.00115405,1001.886107,5.228,2021-03-31,CBK GY
LXS GY Equity,DE0005470405,LANXESS AG,Materials,0.00115058,83.075459,62.86,2021-03-31,LXS GY
AFX GY Equity,DE0005313704,Carl Zeiss Meditec AG,Health Care,0.00113952,40.248257,128.5,2021-03-31,AFX GY
EMEIS FP Equity,FR001400NLM4,Emeis SA,Health Care,0.00112527,51.69267,98.8,2021-03-31,EMEIS FP
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.00109559,501.261229,9.92,2021-03-31,GALP PL
REC IM Equity,IT0003828271,Recordati Industria Chimica e Farmaceutica SpA,Health Care,0.0010567600000000001,104.562578,45.87,2021-03-31,REC IM
SCR FP Equity,FR0010411983,SCOR SE,Financials,0.00101661,158.55932,29.1,2021-03-31,SCR FP
ENG SQ Equity,ES0130960018,Enagas SA,Utilities,0.0010156,248.89057,18.52,2021-03-31,ENG SQ
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.0010000599999999999,472.2148,9.612,2021-03-31,TEN IM
BIM FP Equity,FR0013280286,BioMerieux,Health Care,0.00099033,41.4267,108.5,2021-03-31,BIM FP
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.00097969,15.4125,288.5,2021-03-31,SOF BB
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.00096554,423.0,10.36,2021-03-31,ABN NA
BC8 GY Equity,DE0005158703,Bechtle AG,Information Technology,0.0009618000000000001,27.3,159.9,2021-03-31,BC8 GY
VER AV Equity,AT0000746409,Verbund AG,Utilities,0.0009301800000000001,68.093474,62.0,2021-03-31,VER AV
