ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw
ENG SQ Equity,ES0130960018,Enagas SA,Utilities,0.0007735,248.89057,15.265,2023-12-29,ENG SQ,ENG SQ,ENG SM,ENG SM,13.3182052
AMUN FP Equity,FR0004125920,Amundi SA,Financials,0.0007699499999999,61.39429,61.6,2023-12-29,AMUN FP,AMUN FP,AMUN FP,AMUN FP,11.91909124
WLN FP Equity,FR0011981968,Worldline SA/France,Financials,0.0007672099999999,240.486413,15.67,2023-12-29,WLN FP,WLN FP,WLN FP,WLN FP,12.87016376
BC8 GY Equity,DE0005158703,Bechtle AG,Information Technology,0.00075683,81.9,45.39,2023-12-29,BC8 GY,BC8 GY,BC8 GR,BC8 GR,7.20079883
AM FP Equity,FR0014004L86,Dassault Aviation SA,Industrials,0.00073698,20.200592,179.2,2023-12-29,AM FP,AM FP,AM FP,AM FP,7.462506813
RAA GY Equity,DE0007010803,Rational AG,Industrials,0.00072864,5.1165,699.5,2023-12-29,RAA GY,RAA GY,RAA GR,RAA GR,5.820319521
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.0007147,288.218301,12.18,2023-12-29,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031
VOW GY Equity,DE0007664005,Volkswagen AG,Consumer Discretionary,0.00071161,29.508982,118.45,2023-12-29,VOW GY,VOW GY,VOW GR,VOW GR,7.259031128
SOF BB Equity,BE0003717312,Sofina SA,Financials,0.0007072599999999,15.4125,225.4,2023-12-29,SOF BB,SOF BB,SOF BB,SOF BB,9.756940028
FDJU FP Equity,FR0013451333,FDJ UNITED,Consumer Discretionary,0.00070235,105.05,32.84,2023-12-29,FDJU FP,FDJU FP,FDJU FP,FDJU FP,12.4999663
NTGY SQ Equity,ES0116870314,Naturgy Energy Group SA,Utilities,0.00069288,126.049794,27.0,2023-12-29,NTGY SQ,NTGY SQ,NTGY SM,NTGY SM,13.01690176
LOTB BB Equity,BE0003604155,Lotus Bakeries NV,Consumer Staples,0.00068363,0.408007,8230.0,2023-12-29,LOTB BB,LOTB BB,LOTB BB,LOTB BB,8.679165692
ELI BB Equity,BE0003822393,Elia Group SA/NV,Utilities,0.0006783599999999,29.408729,113.3,2023-12-29,ELI BB,ELI BB,ELI BB,ELI BB,9.224373932
VOE AV Equity,AT0000937503,voestalpine AG,Materials,0.00067481,116.056956,28.56,2023-12-29,VOE AV,VOE AV,VOE AV,VOE AV,8.188878793
ANA SQ Equity,ES0125220311,Acciona SA,Utilities,0.00066992,24.685494,133.3,2023-12-29,ANA SQ,ANA SQ,ANA SM,ANA SM,11.07266166
RF FP Equity,FR0000121121,Eurazeo SE,Financials,0.00063739,43.573491,71.85,2023-12-29,RF FP,RF FP,RF FP,RF FP,13.51411056
TIT IM Equity,IT0003497168,Telecom Italia SpA/Milano,Communication Services,0.00059681,9964.153222,0.2942,2023-12-29,TIT IM,TIT IM,TIT IM,TIT IM,10.32216373
SK FP Equity,FR0000121709,SEB SA,Consumer Discretionary,0.00057288,24.901997,113.0,2023-12-29,SK FP,SK FP,SK FP,SK FP,11.11972874
OCI NA Equity,NL0010558797,OCI NV,Materials,0.00056359,105.498824,26.24,2023-12-29,OCI NA,OCI NA,OCI NA,OCI NA,9.893774585
RCO FP Equity,FR0000130395,Remy Cointreau SA,Consumer Staples,0.00053983,23.057034,115.0,2023-12-29,RCO FP,RCO FP,RCO FP,RCO FP,8.802908383
COV FP Equity,FR0000064578,Covivio SA/France,Real Estate,0.00050052,50.503195,48.68,2023-12-29,COV FP,COV FP,COV FP,COV FP,15.66419286
JDEP NA Equity,NL0014332678,JDE Peet's NV,Consumer Staples,0.00048349,97.489171,24.36,2023-12-29,JDEP NA,JDEP NA,JDEP NA,JDEP NA,12.06872245
HFG GY Equity,DE000A161408,HelloFresh SE,Consumer Staples,0.00045291,155.461199,14.31,2023-12-29,HFG GY,HFG GY,HFG GR,HFG GR,9.394409005
DIA IM Equity,IT0003492391,DiaSorin SpA,Health Care,0.00042482,22.379303,93.24,2023-12-29,DIA IM,DIA IM,DIA IM,DIA IM,6.857291375
WCH GY Equity,DE000WCH8881,Wacker Chemie AG,Materials,0.00042476,18.25341,114.3,2023-12-29,WCH GY,WCH GY,WCH GR,WCH GR,10.01816281
ANE SQ Equity,ES0105563003,Corp ACCIONA Energias Renovables SA,Utilities,0.0003764499999999,65.850118,28.08,2023-12-29,ANE SQ,ANE SQ,ANE SM,ANE SM,13.12654605
ASML NA Equity,NL0010273215,ASML Holding NV,Information Technology,0.04768859,406.474472,503.8,2022-12-30,ASML NA,ASML NA,ASML NA,ASML NA,13.34239494
MC FP Equity,FR0000121014,LVMH Moet Hennessy Louis Vuitton SE,Consumer Discretionary,0.0438249,276.791536,679.9,2022-12-30,MC FP,MC FP,MC FP,MC FP,15.49269548
TTE FP Equity,FR0000120271,TotalEnergies SE,Energy,0.0339838,2488.174721,58.65,2022-12-30,TTE FP,TTE FP,TTE FP,TTE FP,9.8405233
SAN FP Equity,FR0000120578,Sanofi SA,Health Care,0.02386581,1140.731205,89.84,2022-12-30,SAN FP,SAN FP,SAN FP,SAN FP,12.96085788
SAP GY Equity,DE0007164600,SAP SE,Information Technology,0.0234396199999999,1044.228597,96.39,2022-12-30,SAP GY,SAP GY,SAP GR,SAP GR,12.13920004
SIE GY Equity,DE0007236101,Siemens AG,Industrials,0.0230953,765.0,129.64,2022-12-30,SIE GY,SIE GY,SIE GR,SIE GR,12.2903563
ALV GY Equity,DE0008404005,Allianz SE,Financials,0.01910954,408.457873,200.9,2022-12-30,ALV GY,ALV GY,ALV GR,ALV GR,12.51524897
OR FP Equity,FR0000120321,L'Oreal SA,Consumer Staples,0.01876362,241.527994,333.6,2022-12-30,OR FP,OR FP,OR FP,OR FP,11.13145546
SU FP Equity,FR0000121972,Schneider Electric SE,Industrials,0.01651564,542.538275,130.72,2022-12-30,SU FP,SU FP,SU FP,SU FP,14.55448734
AI FP Equity,FR0000120073,Air Liquide SA,Materials,0.01613496,523.307262,132.4,2022-12-30,AI FP,AI FP,AI FP,AI FP,9.466211463
IBE SQ Equity,ES0144580Y14,Iberdrola SA,Utilities,0.01538392,6043.9893,10.93,2022-12-30,IBE SQ,IBE SQ,IBE SM,IBE SM,10.53379258
AIR FP Equity,NL0000235190,Airbus SE,Industrials,0.01528223,591.102149,111.02,2022-12-30,AIR FP,AIR FP,AIR FP,AIR FP,11.56071915
DTE GY Equity,DE0005557508,Deutsche Telekom AG,Communication Services,0.01406786,3241.198087,18.638,2022-12-30,DTE GY,DTE GY,DTE GR,DTE GR,10.69840454
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01377581,1110.898481,53.25,2022-12-30,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.0124491599999999,829.457442,64.45,2022-12-30,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01168378,537.805385,93.29,2022-12-30,DG FP,DG FP,DG FP,DG FP,10.48962162
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.01147283,802.378085,61.4,2022-12-30,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.0114589999999999,290.8194,169.2,2022-12-30,EL FP,EL FP,EL FP,EL FP,7.894426275
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.0113819699999999,868.59497,56.27,2022-12-30,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321
CS FP Equity,FR0000120628,AXA SA,Financials,0.0113409699999999,1869.115174,26.055,2022-12-30,CS FP,CS FP,CS FP,CS FP,10.68963652
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.0110559,982.424082,48.325,2022-12-30,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938
SAN SQ Equity,ES0113900J37,Banco Santander SA,Financials,0.01096057,16794.401584,2.8025,2022-12-30,SAN SQ,SAN SQ,SAN SM,SAN SM,10.85115598
RMS FP Equity,FR0000052292,Hermes International SCA,Consumer Discretionary,0.01065738,31.670824,1445.0,2022-12-30,RMS FP,RMS FP,RMS FP,RMS FP,15.49269548
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.00999065,3767.240995,11.388,2022-12-30,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.0099224,918.478694,46.39,2022-12-30,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296
MUV2 GY Equity,DE0008430026,Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,Financials,0.0099181699999999,140.098931,304.0,2022-12-30,MUV2 GY,MUV2 GY,MUV2 GR,MUV2 GR,11.56922221
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.00952709,8133.343957,5.03,2022-12-30,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013
SAF FP Equity,FR0000073272,Safran SA,Industrials,0.00930628,341.793952,116.92,2022-12-30,SAF FP,SAF FP,SAF FP,SAF FP,10.39231276
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00883022,206.357884,183.75,2022-12-30,RI FP,RI FP,RI FP,RI FP,11.73501532
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.00864603,1305.921137,28.43,2022-12-30,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.00829134,74.877467,475.5,2022-12-30,KER FP,KER FP,KER FP,KER FP,11.03421223
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.00812084,991.247098,35.18,2022-12-30,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.00808448,16706.427917,2.078,2022-12-30,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.00796045,6067.334477,5.634,2022-12-30,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00773508,2500.041584,13.286,2022-12-30,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.0073601499999999,641.99822,49.23,2022-12-30,BN FP,BN FP,BN FP,BN FP,11.81414749
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.0071413499999999,190.0,161.4,2022-12-30,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.0067976899999999,2200.714611,13.264,2022-12-30,STLAM IM,STLAM IM,STLAM IM,STLAM IM,
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00653617,1045.724959,26.84,2022-12-30,AD NA,AD NA,AD NA,AD NA,11.76815987
CRH ID Equity,IE0001827041,CRH PLC,Materials,0.00650711,754.998308,37.01,2022-12-30,CRH ID,CRH ID,CRH ID,CRH ID,
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00650509,21.681025,1288.4,2022-12-30,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00642896,331.097358,83.38,2022-12-30,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.00631256,1090.8275,24.85,2022-12-30,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00622191,642.409046,41.59,2022-12-30,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.00597641,262.516153,97.76,2022-12-30,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.00594769,163.771948,155.95,2022-12-30,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.0059375999999999,1921.107946,13.272,2022-12-30,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.00587667,126.050274,200.2,2022-12-30,RACE IM,RACE IM,RACE IM,RACE IM,
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00569442,1826.463758,13.388,2022-12-30,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00545432,479.755216,48.82,2022-12-30,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00545285,5411.448101,4.327,2022-12-30,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.0054446,129.242252,180.9,2022-12-30,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00530457,259.201176,87.88,2022-12-30,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.0052522199999999,494.058936,45.65,2022-12-30,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.0052515199999999,683.46144,32.995,2022-12-30,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.0051990499999999,666.532095,33.495,2022-12-30,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.00513177,172.89,127.46,2022-12-30,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.005096,2066.773131,10.588,2022-12-30,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00509338,450.499205,48.55,2022-12-30,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00503145,185.584901,116.42,2022-12-30,VOW3 GY,VOW3 GY,VOW3 GR,VOW3 GR,
FLTR ID Equity,IE00BWT6H894,Flutter Entertainment PLC,Consumer Discretionary,0.00497139,167.041324,127.8,2022-12-30,FLTR ID,FLTR ID,FLTR ID,FLTR ID,
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00488012,2245.12098,9.334,2022-12-30,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00477154,1379.77625,14.85,2022-12-30,REP SQ,REP SQ,REP SM,REP SM,12.46861677
DSM NA Equity,NL0000009827,DSM BV,Materials,0.00465239,174.786029,114.3,2022-12-30,DSM NA,DSM NA,DSM NA,DSM NA,8.285420472
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.00464896,266.817746,74.82,2022-12-30,LR FP,LR FP,LR FP,LR FP,12.35084174
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.00446606,55.061502,348.3,2022-12-30,ARGX BB,ARGX BB,ARGX BB,ARGX BB,13.03093633
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00441473,807.389589,23.48,2022-12-30,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00434158,533.735699,34.93,2022-12-30,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.0043119099999999,1995.042449,9.281,2022-12-30,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384
G IM Equity,IT0000062072,Generali,Financials,0.00429787,1110.783587,16.615,2022-12-30,G IM,G IM,G IM,G IM,11.63104274
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.0042384,423.066082,43.02,2022-12-30,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.0041052499999999,678.41278,25.985,2022-12-30,ML FP,ML FP,ML FP,ML FP,10.53309292
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00409727,5197.713799,3.385,2022-12-30,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.0039132,543.462179,30.92,2022-12-30,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.0038230399999999,339.890361,48.3,2022-12-30,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.0038023,725.350318,22.51,2022-12-30,UMG NA,UMG NA,UMG NA,UMG NA,11.36108621
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00379104,4433.355868,3.672,2022-12-30,CABK SQ,CABK SQ,CABK SM,CABK SM,10.72810217
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00371972,665.54313,24.0,2022-12-30,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00367294,716.264997,22.02,2022-12-30,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144
1CNHI IM Equity,NL0010545661,CNH Industrial NV,Industrials,0.00356618,1023.300147,14.965,2022-12-30,1CNHI IM,1CNHI IM,1CNHI IM,1CNHI IM,
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00349961,250.130155,60.08,2022-12-30,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.00316139,228.466517,59.42,2022-12-30,PUB FP,PUB FP,PUB FP,PUB FP,15.67469307
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00314322,132.783451,101.65,2022-12-30,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00312402,159.247588,84.24,2022-12-30,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.0030688,282.0,46.73,2022-12-30,SHL GY,SHL GY,SHL GR,SHL GR,12.54966307
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00306608,59.120842,222.7,2022-12-30,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00305094,452.623535,28.945,2022-12-30,DTG GY,DTG GY,DTG GR,DTG GR,9.533547479
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00301417,526.685863,24.575,2022-12-30,MT NA,MT NA,MT NA,MT NA,7.211210813
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.0030099,2775.976708,4.656,2022-12-30,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371
HO FP Equity,FR0000121329,Thales SA,Industrials,0.0029645,106.705655,119.3,2022-12-30,HO FP,HO FP,HO FP,HO FP,10.28814063
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00295729,249.588059,50.88,2022-12-30,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00290022,889.315082,14.004,2022-12-30,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.00278074,487.982268,24.47,2022-12-30,FER SQ,FER SQ,FER SM,FER SM,12.63197897
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.0027709899999999,1210.36094,9.831,2022-12-30,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00269766,178.162875,65.02,2022-12-30,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883
