ticker,ID_ISIN,name,GICS_SECTOR_NAME,weight,shares,price,snapshot_date,ticker_bb,ticker_base,ticker_alt,merge_key,esg_score_raw
CS FP Equity,FR0000120628,AXA SA,Financials,0.0121021399999999,1817.20259,35.53,2024-09-29,CS FP,CS FP,CS FP,CS FP,10.68963652
BNP FP Equity,FR0000131104,BNP Paribas SA,Financials,0.01207535,1017.729604,63.3,2024-09-29,BNP FP,BNP FP,BNP FP,BNP FP,11.50298566
EL FP Equity,FR0000121667,EssilorLuxottica SA,Health Care,0.01189023,297.256889,213.4,2024-09-29,EL FP,EL FP,EL FP,EL FP,7.894426275
UCG IM Equity,IT0005239360,UniCredit SpA,Financials,0.01104057,1473.27885,39.98,2024-09-29,UCG IM,UCG IM,UCG IM,UCG IM,12.70861171
ENEL IM Equity,IT0003128367,Enel SpA,Utilities,0.01099636,8133.343957,7.213,2024-09-29,ENEL IM,ENEL IM,ENEL IM,ENEL IM,11.39053013
ITX SQ Equity,ES0148396007,Industria de Diseno Textil SA,Consumer Discretionary,0.0109021,1090.8275,53.32,2024-09-29,ITX SQ,ITX SQ,ITX SM,ITX SM,13.05574169
BBVA SQ Equity,ES0113211835,Banco Bilbao Vizcaya Argentaria SA,Financials,0.0107336,5763.285465,9.936,2024-09-29,BBVA SQ,BBVA SQ,BBVA SM,BBVA SM,11.26126374
ISP IM Equity,IT0000072618,Intesa Sanpaolo SpA,Financials,0.01061118,14626.239191,3.8705,2024-09-29,ISP IM,ISP IM,ISP IM,ISP IM,13.47540175
PRX NA Equity,NL0013654783,Prosus NV,Consumer Discretionary,0.01053947,1417.579886,39.665,2024-09-29,PRX NA,PRX NA,PRX NA,PRX NA,10.89797459
DG FP Equity,FR0000125486,Vinci SA,Industrials,0.01037047,500.241335,110.6,2024-09-29,DG FP,DG FP,DG FP,DG FP,10.48962162
INGA NA Equity,NL0011821202,ING Groep NV,Financials,0.01023518,3303.381926,16.53,2024-09-29,INGA NA,INGA NA,INGA NA,INGA NA,11.16400831
ABI BB Equity,BE0974293251,Anheuser-Busch InBev SA/NV,Consumer Staples,0.01004203,898.598632,59.62,2024-09-29,ABI BB,ABI BB,ABI BB,ABI BB,7.442193321
RACE IM Equity,NL0011585146,Ferrari NV,Consumer Discretionary,0.01003673,126.050274,424.8,2024-09-29,RACE IM,RACE IM,RACE IM,RACE IM,
MBG GY Equity,DE0007100000,Mercedes-Benz Group AG,Consumer Discretionary,0.00835071,748.886213,59.49,2024-09-29,MBG GY,MBG GY,MBG GR,MBG GR,12.0088377
BAS GY Equity,DE000BASF111,BASF SE,Materials,0.0080769999999999,892.522164,48.28,2024-09-29,BAS GY,BAS GY,BAS GR,BAS GR,9.504436296
IFX GY Equity,DE0006231004,Infineon Technologies AG,Information Technology,0.0080031699999999,1305.921137,32.695,2024-09-29,IFX GY,IFX GY,IFX GR,IFX GR,11.12747113
BN FP Equity,FR0000120644,Danone SA,Consumer Staples,0.00793323,645.576291,65.56,2024-09-29,BN FP,BN FP,BN FP,BN FP,11.81414749
DHL GY Equity,DE0005552004,Deutsche Post AG,Industrials,0.0076858199999999,1020.0,40.2,2024-09-29,DHL GY,DHL GY,DHL GR,DHL GR,9.699942599
DB1 GY Equity,DE0005810055,Deutsche Boerse AG,Financials,0.007486,190.0,210.2,2024-09-29,DB1 GY,DB1 GY,DB1 GR,DB1 GR,12.96339738
ADS GY Equity,DE000A1EWWW0,adidas AG,Consumer Discretionary,0.0072968,162.0,240.3,2024-09-29,ADS GY,ADS GY,ADS GR,ADS GR,11.03421223
WKL NA Equity,NL0000395903,Wolters Kluwer NV,Industrials,0.0072109,248.516153,154.8,2024-09-29,WKL NA,WKL NA,WKL NA,WKL NA,10.71295833
SGO FP Equity,FR0000125007,Cie de Saint-Gobain SA,Industrials,0.0070723,453.605222,83.18,2024-09-29,SGO FP,SGO FP,SGO FP,SGO FP,14.03409265
NDA FH Equity,FI4000297767,Nordea Bank Abp,Financials,0.00630412,3155.028656,10.66,2024-09-29,NDA FH,NDA FH,NDA FH,NDA FH,11.41908427
ENI IM Equity,IT0003132476,Eni SpA,Energy,0.00589113,2299.143368,13.67,2024-09-29,ENI IM,ENI IM,ENI IM,ENI IM,11.24488764
CAP FP Equity,FR0000125338,Capgemini SE,Information Technology,0.0058207699999999,155.347302,199.9,2024-09-29,CAP FP,CAP FP,CAP FP,CAP FP,15.38987212
STLAM IM Equity,NL00150001Q9,Stellantis NV,Consumer Discretionary,0.00577141,2116.190915,14.55,2024-09-29,STLAM IM,STLAM IM,STLAM IM,STLAM IM,
ADYEN NA Equity,NL0012969182,Adyen NV,Financials,0.00573988,21.739586,1408.6,2024-09-29,ADYEN NA,ADYEN NA,ADYEN NA,ADYEN NA,7.188218518
EOAN GY Equity,DE000ENAG999,E.ON SE,Utilities,0.00566854,2245.12098,13.47,2024-09-29,EOAN GY,EOAN GY,EOAN GR,EOAN GR,10.69702086
AMS SQ Equity,ES0109067019,Amadeus IT Group SA,Consumer Discretionary,0.00566605,450.499205,67.1,2024-09-29,AMS SQ,AMS SQ,AMS SM,AMS SM,12.62107635
BAYN GY Equity,DE000BAY0017,Bayer AG,Health Care,0.00559528,982.424082,30.385,2024-09-29,BAYN GY,BAYN GY,BAYN GR,BAYN GR,5.350956938
DBK GY Equity,DE0005140008,Deutsche Bank AG,Financials,0.00552468,1894.966513,15.554,2024-09-29,DBK GY,DBK GY,DBK GR,DBK GR,1.363247863
AD NA Equity,NL0011794037,Koninklijke Ahold Delhaize NV,Consumer Staples,0.00546647,936.837728,31.13,2024-09-29,AD NA,AD NA,AD NA,AD NA,11.76815987
ENGI FP Equity,FR0010208488,Engie SA,Utilities,0.00535099,1826.463758,15.63,2024-09-29,ENGI FP,ENGI FP,ENGI FP,ENGI FP,10.17258732
ARGX BB Equity,NL0010832176,Argenx SE,Health Care,0.00533262,59.431079,478.7,2024-09-29,ARGX BB,ARGX BB,ARGX BB,ARGX BB,13.03093633
RI FP Equity,FR0000120693,Pernod Ricard SA,Consumer Staples,0.00530682,202.662998,139.7,2024-09-29,RI FP,RI FP,RI FP,RI FP,11.73501532
ASM NA Equity,NL0000334118,ASM International NV,Information Technology,0.0051525,46.957121,585.4,2024-09-29,ASM NA,ASM NA,ASM NA,ASM NA,12.25950571
LR FP Equity,FR0010307819,Legrand SA,Industrials,0.0051465799999999,262.245733,104.7,2024-09-29,LR FP,LR FP,LR FP,LR FP,12.35084174
G IM Equity,IT0000062072,Generali,Financials,0.00499553,1019.948677,26.13,2024-09-29,G IM,G IM,G IM,G IM,11.63104274
BMW GY Equity,DE0005190003,Bayerische Motoren Werke AG,Consumer Discretionary,0.00484994,318.887617,81.14,2024-09-29,BMW GY,BMW GY,BMW GR,BMW GR,9.137982303
ML FP Equity,FR001400AJ45,Cie Generale des Etablissements Michelin SCA,Consumer Discretionary,0.00473472,679.210315,37.19,2024-09-29,ML FP,ML FP,ML FP,ML FP,10.53309292
DSY FP Equity,FR0014003TT8,Dassault Systemes SE,Information Technology,0.0045973199999999,669.217682,36.65,2024-09-29,DSY FP,DSY FP,DSY FP,DSY FP,15.59484049
VNA GY Equity,DE000A1ML7J1,Vonovia SE,Real Estate,0.00458359,740.567633,33.02,2024-09-29,VNA GY,VNA GY,VNA GR,VNA GR,10.50684144
PHIA NA Equity,NL0000009538,Koninklijke Philips NV,Health Care,0.00441179,798.948476,29.46,2024-09-29,PHIA NA,PHIA NA,PHIA NA,PHIA NA,12.57116426
HEIA NA Equity,NL0000009165,Heineken NV,Consumer Staples,0.00436616,288.001307,80.88,2024-09-29,HEIA NA,HEIA NA,HEIA NA,HEIA NA,9.141340314
PUB FP Equity,FR0000130577,Publicis Groupe SA,Communication Services,0.00433306,228.880674,101.0,2024-09-29,PUB FP,PUB FP,PUB FP,PUB FP,15.67469307
DSFIR NA Equity,CH1216478797,DSM-Firmenich AG,Materials,0.00424757,185.973472,121.85,2024-09-29,DSFIR NA,DSFIR NA,DSFIR NA,DSFIR NA,8.285420472
SAMPO FH Equity,FI4000552500,Sampo Oyj,Financials,0.00396437,502.256514,42.11,2024-09-29,SAMPO FH,SAMPO FH,SAMPO FH,SAMPO FH,11.81673504
ENR GY Equity,DE000ENER6Y0,Siemens Energy AG,Industrials,0.00394334,639.44777,32.9,2024-09-29,ENR GY,ENR GY,ENR GR,ENR GR,12.56754552
NOKIA FH Equity,FI0009000681,Nokia Oyj,Information Technology,0.00394187,5332.821737,3.9435,2024-09-29,NOKIA FH,NOKIA FH,NOKIA FH,NOKIA FH,10.61321413
RHM GY Equity,DE0007030009,Rheinmetall AG,Industrials,0.00393783,43.55885,482.3,2024-09-29,RHM GY,RHM GY,RHM GR,RHM GR,10.39231276
RWE GY Equity,DE0007037129,RWE AG,Utilities,0.00393697,632.265034,33.22,2024-09-29,RWE GY,RWE GY,RWE GR,RWE GR,10.00715852
MRK GY Equity,DE0006599905,Merck KGaA,Health Care,0.00388936,129.242252,160.55,2024-09-29,MRK GY,MRK GY,MRK GR,MRK GR,14.85500868
VIE FP Equity,FR0000124141,Veolia Environnement SA,Utilities,0.00388689,689.841088,30.06,2024-09-29,VIE FP,VIE FP,VIE FP,VIE FP,11.63552037
UCB BB Equity,BE0003739530,UCB SA,Health Care,0.00382365,126.428678,161.35,2024-09-29,UCB BB,UCB BB,UCB BB,UCB BB,13.55416481
FER SQ Equity,NL0015001FS8,Ferrovial SE,Industrials,0.0037967499999999,521.785703,38.82,2024-09-29,FER SQ,FER SQ,FER SM,FER SM,12.63197897
VOW3 GY Equity,DE0007664039,Volkswagen AG,Consumer Discretionary,0.00375381,206.205445,97.12,2024-09-29,VOW3 GY,VOW3 GY,VOW3 GR,VOW3 GR,
KER FP Equity,FR0000121485,Kering SA,Consumer Discretionary,0.0037235,74.442467,266.85,2024-09-29,KER FP,KER FP,KER FP,KER FP,11.03421223
CABK SQ Equity,ES0140609019,CaixaBank SA,Financials,0.00370283,3634.043841,5.436,2024-09-29,CABK SQ,CABK SQ,CABK SM,CABK SM,10.72810217
UMG NA Equity,NL0015000IY2,Universal Music Group NV,Communication Services,0.0036814799999999,823.166668,23.86,2024-09-29,UMG NA,UMG NA,UMG NA,UMG NA,11.36108621
ORA FP Equity,FR0000133308,Orange SA,Communication Services,0.0036403,1862.039619,10.43,2024-09-29,ORA FP,ORA FP,ORA FP,ORA FP,9.150305384
CLNX SQ Equity,ES0105066007,Cellnex Telecom SA,Communication Services,0.003633,529.856531,36.58,2024-09-29,CLNX SQ,CLNX SQ,CLNX SM,CLNX SM,11.71202674
STMPA FP Equity,NL0000226223,STMicroelectronics NV,Information Technology,0.0034869099999999,677.078311,27.475,2024-09-29,STMPA FP,STMPA FP,STMPA FP,STMPA FP,11.12747113
KNEBV FH Equity,FI0009013403,Kone Oyj,Industrials,0.00342119,339.890361,53.7,2024-09-29,KNEBV FH,KNEBV FH,KNEBV FH,KNEBV FH,10.52162655
TEF SQ Equity,ES0178430E18,Telefonica SA,Communication Services,0.00329357,3969.113088,4.427,2024-09-29,TEF SQ,TEF SQ,TEF SM,TEF SM,10.39840364
PRY IM Equity,IT0004176001,Prysmian SpA,Industrials,0.00328505,270.292872,64.84,2024-09-29,PRY IM,PRY IM,PRY IM,PRY IM,11.86301457
DTG GY Equity,DE000DTR0CK8,Daimler Truck Holding AG,Industrials,0.00318567,493.771129,34.42,2024-09-29,DTG GY,DTG GY,DTG GR,DTG GR,9.533547479
CBK GY Equity,DE000CBK1001,Commerzbank AG,Financials,0.0031086599999999,1006.968658,16.47,2024-09-29,CBK GY,CBK GY,CBK GR,CBK GR,8.128767262
GLE FP Equity,FR0000130809,Societe Generale SA,Financials,0.00310136,722.681948,22.895,2024-09-29,GLE FP,GLE FP,GLE FP,GLE FP,10.20401348
EBS AV Equity,AT0000652011,Erste Group Bank AG,Financials,0.00309526,336.730326,49.04,2024-09-29,EBS AV,EBS AV,EBS AV,EBS AV,10.59439338
AER UN Equity,NL0000687663,AerCap Holdings NV,Industrials,0.00309523,193.989365,94.93,2024-09-29,AER UN,AER UN,AER UN,AER UN,
KBC BB Equity,BE0003565737,KBC Group NV,Financials,0.00308977,229.518232,71.82,2024-09-29,KBC BB,KBC BB,KBC BB,KBC BB,12.80863359
SY1 GY Equity,DE000SYM9999,Symrise AG,Materials,0.00306757,132.783451,123.25,2024-09-29,SY1 GY,SY1 GY,SY1 GR,SY1 GR,9.393099434
UPM FH Equity,FI0009005987,UPM-Kymmene Oyj,Materials,0.00299031,533.735699,29.89,2024-09-29,UPM FH,UPM FH,UPM FH,UPM FH,10.25436359
HNR1 GY Equity,DE0008402215,Hannover Rueck SE,Financials,0.00287872,60.298567,254.7,2024-09-29,HNR1 GY,HNR1 GY,HNR1 GR,HNR1 GR,10.14199007
SHL GY Equity,DE000SHL1006,Siemens Healthineers AG,Health Care,0.00285012,282.0,53.92,2024-09-29,SHL GY,SHL GY,SHL GR,SHL GR,12.54966307
MTX GY Equity,DE000A0D9PT0,MTU Aero Engines AG,Industrials,0.00283599,53.824489,281.1,2024-09-29,MTX GY,MTX GY,MTX GR,MTX GR,10.16023758
AENA SQ Equity,ES0105046009,Aena SME SA,Industrials,0.00282567,75.0,201.0,2024-09-29,AENA SQ,AENA SQ,AENA SM,AENA SM,15.79571269
ACA FP Equity,FR0000045072,Credit Agricole SA,Financials,0.00277123,1059.065823,13.96,2024-09-29,ACA FP,ACA FP,ACA FP,ACA FP,13.05721631
CCEP UW Equity,GB00BDCPN049,Coca-Cola Europacific Partners PLC,Consumer Staples,0.00274793,206.480786,79.18,2024-09-29,CCEP UW,CCEP UW,CCEP UW,CCEP UW,
KPN NA Equity,NL0000009082,Koninklijke KPN NV,Communication Services,0.00271546,3947.417782,3.67,2024-09-29,KPN NA,KPN NA,KPN NA,KPN NA,10.0715646
KYGA ID Equity,IE0004906560,Kerry Group PLC,Consumer Staples,0.00270759,154.492313,93.5,2024-09-29,KYGA ID,KYGA ID,KYGA ID,KYGA ID,10.72783626
REP SQ Equity,ES0173516115,Repsol SA,Energy,0.00268237,1217.396053,11.755,2024-09-29,REP SQ,REP SQ,REP SM,REP SM,12.46861677
FRE GY Equity,DE0005785604,Fresenius SE & Co KGaA,Health Care,0.00266045,422.427958,33.6,2024-09-29,FRE GY,FRE GY,FRE GR,FRE GR,13.9734559
HEN3 GY Equity,DE0006048432,Henkel AG & Co KGaA,Consumer Staples,0.00264017,169.254731,83.22,2024-09-29,HEN3 GY,HEN3 GY,HEN3 GR,HEN3 GR,10.83617883
HO FP Equity,FR0000121329,Thales SA,Industrials,0.00256477,94.594563,144.65,2024-09-29,HO FP,HO FP,HO FP,HO FP,10.28814063
HEI GY Equity,DE0006047004,Heidelberg Materials AG,Materials,0.00253137,136.55109,98.9,2024-09-29,HEI GY,HEI GY,HEI GR,HEI GR,11.34957487
BEI GY Equity,DE0005200000,Beiersdorf AG,Consumer Staples,0.00250843,99.24,134.85,2024-09-29,BEI GY,BEI GY,BEI GR,BEI GR,8.794176643
KSP ID Equity,IE0004927939,Kingspan Group PLC,Industrials,0.00248005,154.569124,85.6,2024-09-29,KSP ID,KSP ID,KSP ID,KSP ID,11.24739344
EDP PL Equity,PTEDP0AM0009,EDP SA,Utilities,0.00242629,3138.016218,4.125,2024-09-29,EDP PL,EDP PL,EDP PL,EDP PL,10.9785371
MONC IM Equity,IT0004965148,Moncler SpA,Consumer Discretionary,0.00237934,219.844763,57.74,2024-09-29,MONC IM,MONC IM,MONC IM,MONC IM,15.9091832
NN NA Equity,NL0010773842,NN Group NV,Financials,0.00228069,270.75,44.94,2024-09-29,NN NA,NN NA,NN NA,NN NA,11.82814081
TRN IM Equity,IT0003242622,Terna - Rete Elettrica Nazionale,Utilities,0.00214253,1406.9944,8.124,2024-09-29,TRN IM,TRN IM,TRN IM,TRN IM,13.03873361
MT NA Equity,LU1598757687,ArcelorMittal SA,Materials,0.00205992,469.045375,23.43,2024-09-29,MT NA,MT NA,MT NA,MT NA,7.211210813
AKZA NA Equity,NL0013267909,Akzo Nobel NV,Materials,0.0020597,170.629613,64.4,2024-09-29,AKZA NA,AKZA NA,AKZA NA,AKZA NA,10.88348608
BIRG ID Equity,IE00BD1RP616,Bank of Ireland Group PLC,Financials,0.00199914,1017.211869,10.485,2024-09-29,BIRG ID,BIRG ID,BIRG ID,BIRG ID,9.696515852
SAB SQ Equity,ES0113860A34,Banco de Sabadell SA,Financials,0.00195123,5440.221447,1.9135,2024-09-29,SAB SQ,SAB SQ,SAB SM,SAB SM,12.47389378
1COV GY Equity,DE0006062144,Covestro AG,Materials,0.00194561,189.0,54.92,2024-09-29,1COV GY,1COV GY,1COV GR,1COV GR,10.74004821
WRT1V FH Equity,FI0009003727,Wartsila OYJ Abp,Industrials,0.00190061,502.964882,20.16,2024-09-29,WRT1V FH,WRT1V FH,WRT1V FH,WRT1V FH,9.997953007
EXO NA Equity,NL0012059018,EXOR NV,Financials,0.00186396,99.442911,100.0,2024-09-29,EXO NA,EXO NA,EXO NA,EXO NA,6.501676799
AIBG ID Equity,IE00BF0L3536,AIB Group PLC,Financials,0.00180347,1815.389778,5.3,2024-09-29,AIBG ID,AIBG ID,AIBG ID,AIBG ID,11.93287019
BVI FP Equity,FR0006174348,Bureau Veritas SA,Industrials,0.0017960799999999,317.710064,30.16,2024-09-29,BVI FP,BVI FP,BVI FP,BVI FP,14.07980125
FBK IM Equity,IT0000072170,FinecoBank Banca Fineco SpA,Financials,0.00176771,610.999427,15.435,2024-09-29,FBK IM,FBK IM,FBK IM,FBK IM,11.75622492
URW FP Equity,FR0013326246,Unibail-Rodamco-Westfield,Real Estate,0.00175413,118.459488,79.0,2024-09-29,URW FP,URW FP,URW FP,URW FP,14.54165875
SRG IM Equity,IT0003153415,Snam SpA,Utilities,0.00173567,2016.514685,4.592,2024-09-29,SRG IM,SRG IM,SRG IM,SRG IM,12.51443798
QIA GY Equity,NL0015002CX3,QIAGEN NV,Health Care,0.00170553,221.847,41.015,2024-09-29,QIA GY,QIA GY,QIA GR,QIA GR,12.6601106
IMCD NA Equity,NL0010801007,IMCD NV,Industrials,0.00168773,56.987858,158.0,2024-09-29,IMCD NA,IMCD NA,IMCD NA,IMCD NA,11.23820844
EDEN FP Equity,FR0010908533,Edenred SE,Financials,0.00167951,249.588059,35.9,2024-09-29,EDEN FP,EDEN FP,EDEN FP,EDEN FP,11.06159564
HEIO NA Equity,NL0000008977,Heineken Holding NV,Consumer Staples,0.0016727,129.613576,68.85,2024-09-29,HEIO NA,HEIO NA,HEIO NA,HEIO NA,
BNR GY Equity,DE000A1DAHH0,Brenntag SE,Industrials,0.0016509399999999,129.946835,67.78,2024-09-29,BNR GY,BNR GY,BNR GR,BNR GR,11.21095779
BESI NA Equity,NL0012866412,BE Semiconductor Industries NV,Information Technology,0.00164654,77.089401,113.95,2024-09-29,BESI NA,BESI NA,BESI NA,BESI NA,10.96720286
CA FP Equity,FR0000120172,Carrefour SA,Consumer Staples,0.00162915,542.37535,16.025,2024-09-29,CA FP,CA FP,CA FP,CA FP,12.1087435
P911 GY Equity,DE000PAG9113,Dr Ing hc F Porsche AG,Consumer Discretionary,0.00159488,113.875,74.72,2024-09-29,P911 GY,P911 GY,P911 GR,P911 GR,8.765428966
LDO IM Equity,IT0003856405,Leonardo SpA,Industrials,0.00154827,404.705277,20.41,2024-09-29,LDO IM,LDO IM,LDO IM,LDO IM,10.8505103
BAMI IM Equity,IT0005218380,Banco BPM SpA,Financials,0.00150396,1287.904807,6.23,2024-09-29,BAMI IM,BAMI IM,BAMI IM,BAMI IM,13.05721631
AC FP Equity,FR0000120404,Accor SA,Consumer Discretionary,0.00148977,194.898288,40.78,2024-09-29,AC FP,AC FP,AC FP,AC FP,13.4706181
RNO FP Equity,FR0000131906,Renault SA,Consumer Discretionary,0.00148767,192.219485,41.29,2024-09-29,RNO FP,RNO FP,RNO FP,RNO FP,11.77996506
ENX FP Equity,NL0006294274,Euronext NV,Financials,0.0014808599999999,80.329721,98.35,2024-09-29,ENX FP,ENX FP,ENX FP,ENX FP,11.58132953
FME GY Equity,DE0005785802,Fresenius Medical Care AG,Health Care,0.00147333,205.389414,38.27,2024-09-29,FME GY,FME GY,FME GR,FME GR,14.25111963
HEN GY Equity,DE0006048408,Henkel AG & Co KGaA,Consumer Staples,0.00146965,103.91835,75.45,2024-09-29,HEN GY,HEN GY,HEN GR,HEN GR,
ERF FP Equity,FR0014000MR3,Eurofins Scientific SE,Health Care,0.0014660699999999,135.086828,57.9,2024-09-29,ERF FP,ERF FP,ERF FP,ERF FP,8.264907128
AGN NA Equity,BMG0112X1056,Aegon Ltd,Financials,0.00146485,1350.212955,5.788,2024-09-29,AGN NA,AGN NA,AGN NA,AGN NA,12.38613132
ACS SQ Equity,ES0167050915,ACS Actividades de Construccion y Servicios SA,Industrials,0.0014519399999999,183.645266,42.18,2024-09-29,ACS SQ,ACS SQ,ACS SM,ACS SM,10.29703193
MB IM Equity,IT0000062957,Mediobanca Banca di Credito Finanziario SpA,Financials,0.00144684,499.769294,15.445,2024-09-29,MB IM,MB IM,MB IM,MB IM,11.09612043
GALP PL Equity,PTGAL0AM0009,Galp Energia SGPS SA,Energy,0.00144173,464.752087,16.55,2024-09-29,GALP PL,GALP PL,GALP PL,GALP PL,10.75048232
AGS BB Equity,BE0974264930,Ageas SA/NV,Financials,0.0014417199999999,159.775509,48.14,2024-09-29,AGS BB,AGS BB,AGS BB,AGS BB,11.50011201
VIV FP Equity,FR0000127771,Vivendi SE,Communication Services,0.0014344499999999,720.942688,10.615,2024-09-29,VIV FP,VIV FP,VIV FP,VIV FP,10.79695626
ABN NA Equity,NL0011540547,ABN AMRO Bank NV,Financials,0.0014058699999999,458.176711,16.37,2024-09-29,ABN NA,ABN NA,ABN NA,ABN NA,8.921655177
NESTE FH Equity,FI0009013296,Neste Oyj,Energy,0.00136356,423.066082,17.195,2024-09-29,NESTE FH,NESTE FH,NESTE FH,NESTE FH,12.71111532
RED SQ Equity,ES0173093024,Redeia Corp SA,Utilities,0.00133799,405.81,17.59,2024-09-29,RED SQ,RED SQ,RED SM,RED SM,13.01039182
LEG GY Equity,DE000LEG1110,LEG Immobilien SE,Real Estate,0.0013244,74.469665,94.88,2024-09-29,LEG GY,LEG GY,LEG GR,LEG GR,14.60129062
ASRNL NA Equity,NL0011872643,ASR Nederland NV,Financials,0.00131638,158.495234,44.31,2024-09-29,ASRNL NA,ASRNL NA,ASRNL NA,ASRNL NA,13.80074789
G1A GY Equity,DE0006602006,GEA Group AG,Industrials,0.00128787,155.097968,44.3,2024-09-29,G1A GY,G1A GY,G1A GR,G1A GR,14.44319752
ELISA FH Equity,FI0009007884,Elisa Oyj,Communication Services,0.00127758,142.234812,47.92,2024-09-29,ELISA FH,ELISA FH,ELISA FH,ELISA FH,9.478951142
FGR FP Equity,FR0000130452,Eiffage SA,Industrials,0.00126389,73.5,91.74,2024-09-29,FGR FP,FGR FP,FGR FP,FGR FP,9.626494236
SW FP Equity,FR0000121220,Sodexo SA,Consumer Discretionary,0.00126366,88.472932,76.2,2024-09-29,SW FP,SW FP,SW FP,SW FP,10.00530773
TEN IM Equity,LU2598331598,Tenaris SA,Energy,0.00125378,472.2148,14.165,2024-09-29,TEN IM,TEN IM,TEN IM,TEN IM,9.047814223
ZAL GY Equity,DE000ZAL1111,Zalando SE,Consumer Discretionary,0.0012487099999999,224.30537,29.7,2024-09-29,ZAL GY,ZAL GY,ZAL GR,ZAL GR,11.12447904
STERV FH Equity,FI0009005961,Stora Enso Oyj,Materials,0.00124767,582.102331,11.435,2024-09-29,STERV FH,STERV FH,STERV FH,STERV FH,10.85632212
FORTUM FH Equity,FI0009007132,Fortum Oyj,Utilities,0.00124666,448.632233,14.825,2024-09-29,FORTUM FH,FORTUM FH,FORTUM FH,FORTUM FH,10.84353929
SRT3 GY Equity,DE0007165631,Sartorius AG,Health Care,0.00124432,26.208,253.3,2024-09-29,SRT3 GY,SRT3 GY,SRT3 GR,SRT3 GR,
DHER GY Equity,DE000A2E4K43,Delivery Hero SE,Consumer Discretionary,0.00123868,184.85008,35.75,2024-09-29,DHER GY,DHER GY,DHER GR,DHER GR,8.495688018
CON GY Equity,DE0005439004,Continental AG,Consumer Discretionary,0.00123302,110.003291,59.8,2024-09-29,CON GY,CON GY,CON GR,CON GR,8.118905249
ALO FP Equity,FR0010220475,Alstom SA,Industrials,0.0012281599999999,346.132189,18.93,2024-09-29,ALO FP,ALO FP,ALO FP,ALO FP,10.41342031
PAH3 GY Equity,DE000PAH0038,Porsche Automobil Holding SE,Consumer Discretionary,0.0012138,153.125,42.29,2024-09-29,PAH3 GY,PAH3 GY,PAH3 GR,PAH3 GR,7.825617014
LI FP Equity,FR0000121964,Klepierre SA,Real Estate,0.00119368,215.145879,29.6,2024-09-29,LI FP,LI FP,LI FP,LI FP,13.35243086
ELE SQ Equity,ES0130670112,Endesa SA,Utilities,0.00117732,317.625635,19.775,2024-09-29,ELE SQ,ELE SQ,ELE SM,ELE SM,13.26065166
RXL FP Equity,FR0010451203,Rexel SA,Industrials,0.00113596,226.30125,26.78,2024-09-29,RXL FP,RXL FP,RXL FP,RXL FP,13.20762427
METSO FH Equity,FI0009014575,Metso Oyj,Industrials,0.00111386,621.72933,9.558,2024-09-29,METSO FH,METSO FH,METSO FH,METSO FH,7.694750281
SYENS BB Equity,BE0974464977,Syensqo SA,Materials,0.00110593,74.113491,79.61,2024-09-29,SYENS BB,SYENS BB,SYENS BB,SYENS BB,9.271928234
GBLB BB Equity,BE0003797140,Groupe Bruxelles Lambert NV,Financials,0.00110356,83.04,70.9,2024-09-29,GBLB BB,GBLB BB,GBLB BB,GBLB BB,12.57657661
EN FP Equity,FR0000120503,Bouygues SA,Industrials,0.0011011,189.618394,30.98,2024-09-29,EN FP,EN FP,EN FP,EN FP,9.626494236
G24 GY Equity,DE000A12DM80,Scout24 SE,Communication Services,0.00109231,75.0,77.7,2024-09-29,G24 GY,G24 GY,G24 GR,G24 GR,
KBX GY Equity,DE000KBX1006,Knorr-Bremse AG,Industrials,0.0010898,72.54,80.15,2024-09-29,KBX GY,KBX GY,KBX GR,KBX GR,12.39505928
PST IM Equity,IT0003796171,Poste Italiane SpA,Financials,0.00108436,457.1385,12.655,2024-09-29,PST IM,PST IM,PST IM,PST IM,9.40771319
EVD GY Equity,DE0005470306,CTS Eventim AG & Co KGaA,Communication Services,0.00108132,62.4,92.45,2024-09-29,EVD GY,EVD GY,EVD GR,EVD GR,6.304585248
DIM FP Equity,FR0013154002,Sartorius Stedim Biotech,Health Care,0.00104974,29.199122,191.8,2024-09-29,DIM FP,DIM FP,DIM FP,DIM FP,6.701745881
NEM GY Equity,DE0006452907,Nemetschek SE,Information Technology,0.00102997,57.75,95.15,2024-09-29,NEM GY,NEM GY,NEM GR,NEM GR,10.155623
OMV AV Equity,AT0000743059,OMV AG,Energy,0.00102745,147.272727,37.22,2024-09-29,OMV AV,OMV AV,OMV AV,OMV AV,11.73272149
EVK GY Equity,DE000EVNK013,Evonik Industries AG,Materials,0.00101751,256.3,21.18,2024-09-29,EVK GY,EVK GY,EVK GR,EVK GR,12.33999328
REC IM Equity,IT0003828271,Recordati Industria Chimica e Farmaceutica SpA,Health Care,0.00099466,104.562578,50.75,2024-09-29,REC IM,REC IM,REC IM,REC IM,8.232233379
TEP FP Equity,FR0000051807,Teleperformance SE,Industrials,0.00099396,54.398749,97.48,2024-09-29,TEP FP,TEP FP,TEP FP,TEP FP,8.92011395
ORNBV FH Equity,FI0009014377,Orion Oyj,Health Care,0.0009896199999999,107.901917,48.93,2024-09-29,ORNBV FH,ORNBV FH,ORNBV FH,ORNBV FH,8.068464416
